hash,msg,parents,is_merge,files
45bb88240a9973b2e04e828abeef9ce26f0886ed,"Upscale: resize document only after generation has finished
this allows cancelling the operation without modifications",['0c42f5f405ed961a3071d4ac9bf0180d830ae419'],False,['model.py']
332204aca9f2fc13814b214b8da984d5509a630d,Resize configuration window to active screen,['45bb88240a9973b2e04e828abeef9ce26f0886ed'],False,['settings.py']
6821c3a3f97ae13332866ddd5f05a073290051c2,Make the workspace switch drop-down arrow more obvious,['332204aca9f2fc13814b214b8da984d5509a630d'],False,['widget.py']
024fd7a9646a4d5a7c4db7d6822828d39840722e,"Progress indicator for initial live image #218
(this is just until first image is generated, which may take longer due to loading models)",['6821c3a3f97ae13332866ddd5f05a073290051c2'],False,"['live.py', 'theme.py']"
1360992a77b45d20ad6f27bbae5320ad6255091a,Improved and more obvious queue button,['024fd7a9646a4d5a7c4db7d6822828d39840722e'],False,"['queue-active-dark.svg', 'queue-active-light.svg', 'queue-inactive-dark.svg', 'queue-inactive-light.svg', 'generation.py', 'upscale.py', 'widget.py']"
ee234645e7164703aed14d3bdd4d393fa07c303d,Support v-prediction / zero terminal snr models #211,['1360992a77b45d20ad6f27bbae5320ad6255091a'],False,"['comfyworkflow.py', 'root.py', 'style.py', 'settings.py', 'workflow.py']"
bf631044821bdc39f5f4948e25c9494c4cebbb34,Fix checkpoint/lora refresh button not working,['ee234645e7164703aed14d3bdd4d393fa07c303d'],False,['settings.py']
539833769f8810d0c51f80a1054021f8d428b50a,Use a toggle switch widget in settings dialog,['bf631044821bdc39f5f4948e25c9494c4cebbb34'],False,"['settings.py', 'switch.py']"
e6f4db3509ebaee6396abf02335733ca13ca5e62,Document common questions and issues,['539833769f8810d0c51f80a1054021f8d428b50a'],False,"['README.md', 'common-issues.md', 'common-issues-greyed-out.png', 'common-issues-log-files.png']"
f42025351709aaeb5ee275589a298ec08deba17a,Common issues tweaks,['e6f4db3509ebaee6396abf02335733ca13ca5e62'],False,"['README.md', 'common-issues.md']"
948bfc77997539f8d2e51840179ac8a0856fe6b9,Add option to randomize seed in live mode after copying the image #214,['f42025351709aaeb5ee275589a298ec08deba17a'],False,"['model.py', 'settings.py', 'settings.py']"
8774699092a443b851f019ae991e8352163d9056,Add default required inputs for all node types,['948bfc77997539f8d2e51840179ac8a0856fe6b9'],False,"['client.py', 'comfyworkflow.py', 'document.py', 'model.py', 'workflow.py', 'test_create_control_image_pose.png', 'test_create_open_pose_vector.svg', 'test_workflow.py']"
6b64ebc6a949809d6e74adf782a45045d178b355,make overflowing Add Lora menus scrollable (#239),['8774699092a443b851f019ae991e8352163d9056'],False,['settings.py']
b8b850b6981a38fa8f41c24e006fd2ac804f14e2,"Add samplers: euler, euler a",['6b64ebc6a949809d6e74adf782a45045d178b355'],False,"['.gitignore', 'style.py', 'workflow.py']"
09e5ac8c4b70b66abb2fabd160bbc6ad5e2ed50e,Version 1.11.0,['b8b850b6981a38fa8f41c24e006fd2ac804f14e2'],False,['__init__.py']
3c3bd77089b83b9a2c2515a1e23e642f65fc4388,Fix issue with custom nodes that don't have required inputs #266,['09e5ac8c4b70b66abb2fabd160bbc6ad5e2ed50e'],False,"['__init__.py', 'client.py']"
2d90916157f16b067092208f92bdb66b1146ca35,"Store UI state in document .kra file #110 #232 #262
uses annotation feature to save/load model properties",['3c3bd77089b83b9a2c2515a1e23e642f65fc4388'],False,"['control.py', 'document.py', 'model.py', 'persistence.py', 'properties.py', 'root.py', 'diffusion.py', 'test_properties.py']"
94c2dfa0f45276bd6ac29185d3249a442424ebda,"Store result history in document .kra file #110 #232 #262
persists last N images as compressed webp",['2d90916157f16b067092208f92bdb66b1146ca35'],False,"['image.py', 'jobs.py', 'persistence.py', 'root.py']"
d3cf46dc03fcc570d2826fb97c4af2ee5e3c126c,Common issues: mac ssl certificate issue,['94c2dfa0f45276bd6ac29185d3249a442424ebda'],False,['common-issues.md']
76fce10f854870dca7550f2a8d5f82d7501ce2e7,Type check fixes,['d3cf46dc03fcc570d2826fb97c4af2ee5e3c126c'],False,"['attention_edit.py', 'connection.py', 'control.py', 'document.py', 'extension.py', 'image.py', 'persistence.py', 'properties.py', 'diffusion.py', 'generation.py', 'server.py', 'settings.py', 'switch.py', 'widget.py']"
5940ecda26791e34ed44bb49b1ea0fb1059b4a9b,Fix division by zero when all ip-adapter weights are 0 #271,['76fce10f854870dca7550f2a8d5f82d7501ce2e7'],False,['workflow.py']
9865c23f4c7624ae6bb740cef437ea670b7aec42,Fix crash when setting upscale factor to non-0.5 increment #264,['5940ecda26791e34ed44bb49b1ea0fb1059b4a9b'],False,['upscale.py']
f56119b18bb38f6ab16a77f8b0568fa8e5ec8aba,"Fix result thumbnails not scaling with display (Windows) #278
also adds minimum height, apply button should never cover the image entirely",['9865c23f4c7624ae6bb740cef437ea670b7aec42'],False,"['image.py', 'generation.py', 'theme.py']"
eff2ec6a3688aa43537d56ba64d093c37a541a2c,Allow to configure image history length stored in files,['f56119b18bb38f6ab16a77f8b0568fa8e5ec8aba'],False,"['document.py', 'image.py', 'persistence.py', 'root.py', 'settings.py', 'settings.py']"
5fb2c94e862e5d9f9d451ff9b7d2d733510927ca,Fix history UI not being updated when old images are pruned,['eff2ec6a3688aa43537d56ba64d093c37a541a2c'],False,"['jobs.py', 'generation.py']"
7a35bebb630c179289479353f0e651d567e0bc60,"Fix live mode and persist workspace
the is_active check is still needed, fixes #282",['5fb2c94e862e5d9f9d451ff9b7d2d733510927ca'],False,"['document.py', 'model.py']"
15822cbbad2368be2a8139a78e4e0bbc6797fd97,"Use __init_subclass__ instead of metaclass
it's a bit simpler and doesn't confuse type checkers as much",['7a35bebb630c179289479353f0e651d567e0bc60'],False,"['connection.py', 'control.py', 'model.py', 'properties.py', 'test_properties.py', 'test_workflow.py']"
ace639b0871e2189b9eaf43d728384f15bc57109,Sort styles alphabetically,['15822cbbad2368be2a8139a78e4e0bbc6797fd97'],False,['style.py']
65380f053d74e448b351e689b746935aa48b585c,"Extend queue popup menu with batch count and seed #133 #139
- batch count disabled for upscale, it doesn't fit in without a multiple-result-preview mechanism
- live mode uses the same seed as generate/upscale
- removed the fixed seed option from the settings",['ace639b0871e2189b9eaf43d728384f15bc57109'],False,"['comfyworkflow.py', 'cancel-dark.svg', 'cancel-light.svg', 'model.py', 'settings.py', 'generation.py', 'live.py', 'settings.py', 'upscale.py', 'widget.py', 'workflow.py', 'test_workflow.py']"
faf23668f68be483d0baa8807659db46a8eacf86,Remember all the seeds and stash them away for future use,['65380f053d74e448b351e689b746935aa48b585c'],False,"['comfyworkflow.py', 'jobs.py', 'model.py', 'persistence.py', 'workflow.py', 'test_client.py', 'test_workflow.py']"
bdbf52d11ec27c2bcf3e5fc50c91f3d9ddc73864,Fix initial state of queue popup,['faf23668f68be483d0baa8807659db46a8eacf86'],False,['widget.py']
1df9afad755f00c8e5d1ad85fa3c698e6412e779,"Added context menu to history widget:
- copy previous (negative) prompt
- copy previous seed
- fix seed sometimes not fitting into int32
- persist negative prompt in history
- new history section when negative prompt changes
- close popup when it is clicked (outside a child widget)",['bdbf52d11ec27c2bcf3e5fc50c91f3d9ddc73864'],False,"['jobs.py', 'model.py', 'persistence.py', 'generation.py', 'widget.py', 'workflow.py']"
8efa74fdc2e155cabb61025bcb9a681358271d6b,"Add context menu button to result thumbnails
- only added if there is space next to apply button
- just an alterantive to right click for the menu",['1df9afad755f00c8e5d1ad85fa3c698e6412e779'],False,"['context-dark.svg', 'context-light.svg', 'generation.py', 'widget.py']"
6ba723072371a1f44bf5a87ac3c5a3655f72a291,"Context menu: add option to store result as separate image
- stored as .webp with generated name in the same folder as the document
- related: #181, #265",['8efa74fdc2e155cabb61025bcb9a681358271d6b'],False,"['image.py', 'model.py', 'generation.py', 'util.py']"
466886c37a69d60155bc707bfd14ad548de9eaba,Add strength to job params / history #290,['6ba723072371a1f44bf5a87ac3c5a3655f72a291'],False,"['jobs.py', 'model.py', 'generation.py']"
18b74732daab446d0912876a73b798755cf0107b,Make sure not to overwrite existing images when exporting results,['466886c37a69d60155bc707bfd14ad548de9eaba'],False,"['model.py', 'util.py', 'test_util.py']"
85e64e7d433f3c1016540c2b85d03bb7125e3f9a,"Make internal checkpoint preferred resolution configurable
- hard to detect for some models
- allows eg. using SDXL Turbo base model @512x512 #155",['18b74732daab446d0912876a73b798755cf0107b'],False,"['style.py', 'settings.py', 'workflow.py', 'test_workflow.py']"
a640654b20ae2203dd68c0c5900b2fb9c6250320,WIP: max generation resolution and resolution multiplier,['85e64e7d433f3c1016540c2b85d03bb7125e3f9a'],False,"['client.py', 'image.py', 'model.py', 'resources.py', 'settings.py', 'settings.py', 'workflow.py']"
884f4f8d694586fe7cbb55053385230ae784d357,"Resolution tests, fixes, tweaks",['a640654b20ae2203dd68c0c5900b2fb9c6250320'],False,"['image.py', 'workflow.py', 'test_workflow.py']"
33ed2c6d0f8bcf52bae79aa756bf94008354950d,Re-upload logo icon (was still stored as LFS on GitHub),['884f4f8d694586fe7cbb55053385230ae784d357'],False,['logo-128.png']
68d39cf30084fbbb4307ee3c1c865e68ffaa551d,Added OmniSR upscale models as required resource,['33ed2c6d0f8bcf52bae79aa756bf94008354950d'],False,"['__init__.py', 'resources.py', 'server.py', 'settings.py', 'upscale.py', 'comfy-requirements.md', 'docker.py', 'download_models.py', 'file_server.py', 'config.py']"
f7f83ed7973e37bcafd5c811ad246de6102b9260,"Composite images in inpaint tests, fix bad scale/crop of control images in inpaint upscale, fix some resolution bugs",['68d39cf30084fbbb4307ee3c1c865e68ffaa551d'],False,"['workflow.py', 'file_server.py', 'test_settings.py', 'test_workflow.py']"
9fdb5dd00dfe6d963d3e1c79afaa1e562d0295f5,"Disable area conditioning when controlnet is active
- area conditioning focuses prompt text on the selection area - but usually in this case controlnet already gives more specific guidance on where to place objects
- they often interfere and lead to duplicate objects which overlap each other",['f7f83ed7973e37bcafd5c811ad246de6102b9260'],False,['workflow.py']
ff27bb297ee244de01f2974cd2e425c7dbd5cc0c,Crop control layer images before sending to server,['9fdb5dd00dfe6d963d3e1c79afaa1e562d0295f5'],False,['workflow.py']
e6a718a9c1e48631fbb83072560adb4540b199be,Add integration tests for resolution max/multiplier,['ff27bb297ee244de01f2974cd2e425c7dbd5cc0c'],False,"['comfyworkflow.py', 'beach_outpaint_mask.png', 'test_workflow.py']"
70fdf8b9269bce7d4c35dbed68c8e9e32f6265e8,Store input images as webp,['e6a718a9c1e48631fbb83072560adb4540b199be'],False,"['comfyworkflow.py', 'beach_1536x1024.png', 'beach_1536x1024.webp', 'beach_768x512.png', 'beach_768x512.webp', 'cat.png', 'cat.webp', 'flowers.png', 'flowers.webp', 'lake_1536x1024.png', 'lake_1536x1024.webp', 'lake_region.png', 'lake_region.webp', 'owls_inpaint.png', 'owls_inpaint.webp', 'owls_scribble.png', 'owls_scribble.webp', 'pegonia.png', 'pegonia.webp', 'test_workflow.py']"
a0ffae95ce8c079ee28e968d9eac1a9d95eb3aeb,"Workaround for OmniSR not working with DirectML
Make custom checkpoint resolution work with upscale tile size",['70fdf8b9269bce7d4c35dbed68c8e9e32f6265e8'],False,"['client.py', 'settings.py', 'settings.py', 'workflow.py']"
e17292d68e40d00c28cf2d07371491a4ddc302f1,Fix upscaler name and sorting,['a0ffae95ce8c079ee28e968d9eac1a9d95eb3aeb'],False,"['client.py', 'resources.py', 'upscale.py']"
9819ab53e2371542a84f930e61fff760f1c85594,"Fix cancel not updating the queue count, and improve progress bar",['e17292d68e40d00c28cf2d07371491a4ddc302f1'],False,"['comfyworkflow.py', 'jobs.py', 'model.py']"
0a213918749cb75bb61bb9edb7e48befcf621eac,Test for scale_to_pixel_count and settings tweaks,['9819ab53e2371542a84f930e61fff760f1c85594'],False,"['settings.py', 'settings.py', 'test_image.py']"
4a11ed46e3fd7241a1e5088450ec17f069b20f81,Fix inconsistent capitalization of model name,['0a213918749cb75bb61bb9edb7e48befcf621eac'],False,"['test.yml', 'resources.py', 'comfy-requirements.md', 'test_workflow.py']"
4343f7ccb93a7c54a391fa05e780657d9a991909,Use resolution multiplier/max also for control image preprocessors,['4a11ed46e3fd7241a1e5088450ec17f069b20f81'],False,"['workflow.py', 'test_workflow.py']"
1c6d9495d309703e09137b29f5523f6480b5b0ac,Merge branch 'resolution-control',"['18b74732daab446d0912876a73b798755cf0107b', '4343f7ccb93a7c54a391fa05e780657d9a991909']",True,[]
e2d62fdfe36ce672d9b3163a3f52034c39c224c1,Disable historywidget item dragging,['1c6d9495d309703e09137b29f5523f6480b5b0ac'],False,['generation.py']
110d39f785808867123c659beefbc3dd89a98232,Fix UI overwriting previously set preferred checkpoint resolution,['e2d62fdfe36ce672d9b3163a3f52034c39c224c1'],False,"['settings.py', 'settings.py']"
5be42926caa993340006f43bd7176f1ae474c16d,Disable windows EOL conversions for sh scripts,['110d39f785808867123c659beefbc3dd89a98232'],False,['.gitattributes']
a674fb4c2ee8a3268a82255684490a664217ba88,"Reduce default max pixel count for ""high"" performance profile",['5be42926caa993340006f43bd7176f1ae474c16d'],False,['settings.py']
fe115a3564e42c985c90d88ca676d97e9e4bc9fb,Fix wrong image size when height is not multiple-of-8 but width is #306,['a674fb4c2ee8a3268a82255684490a664217ba88'],False,"['document.py', 'image.py', 'workflow.py', 'test_workflow.py']"
4868793c482ea6a1563541d30bfdf7e037c4daec,Fix typing,['fe115a3564e42c985c90d88ca676d97e9e4bc9fb'],False,['workflow.py']
4c7f474bd44e1f0438cb96eff4cc03f2c1e6d980,Upgrade comfy & custom nodes,['4868793c482ea6a1563541d30bfdf7e037c4daec'],False,"['resources.py', 'Dockerfile']"
0cafc38fce74c3f3878f45a3bd961b0ade41397a,Support resource bundles with multiple files in different folders,['4c7f474bd44e1f0438cb96eff4cc03f2c1e6d980'],False,"['resources.py', 'server.py', 'docker.py', 'download_models.py', 'file_server.py', 'config.py']"
c02c848dd8558587ad308571266be87c7d60f016,Add IP-adapter FaceID as control layer,['0cafc38fce74c3f3878f45a3bd961b0ade41397a'],False,"['client.py', 'comfyworkflow.py', 'control.py', 'control-face-dark.svg', 'control-face-light.svg', 'resources.py', 'workflow.py', 'face.webp', 'test_workflow.py']"
2836fadff556531ab0295673b00d79c7e0c4d81a,Install insightface as requirement for IP-Adapter FaceID,['c02c848dd8558587ad308571266be87c7d60f016'],False,"['__init__.py', 'client.py', 'resources.py', 'server.py', 'server.py', 'Dockerfile']"
64dbf38c7b1b7bbfc57d9a085ee6dd1e7a185fef,Make sure FaceID is working also for SDXL,['2836fadff556531ab0295673b00d79c7e0c4d81a'],False,"['client.py', 'comfyworkflow.py', 'control.py', 'resources.py', 'server.py', 'workflow.py', 'Dockerfile', 'config.py', 'test_workflow.py']"
270393f8720669b5e0b1080b46146fe08e5ee2ca,Tweak icons and control layer order,['64dbf38c7b1b7bbfc57d9a085ee6dd1e7a185fef'],False,"['control.py', 'control-add-dark.svg', 'control-add-light.svg', 'control-reference-dark.svg', 'control-reference-light.svg', 'model.py', 'resources.py', 'workflow.py', 'test_workflow.py']"
8d729b436d8d6f187300104d75a2c080361b2cfa,New feature: record live painting into animation,['270393f8720669b5e0b1080b46146fe08e5ee2ca'],False,"['document.py', 'eventloop.py', 'record-active-dark.svg', 'record-active-light.svg', 'record-dark.svg', 'record-light.svg', 'model.py', 'live.py']"
29ed8cd2737a73be3b3056bb14e41ac96461282a,Try more robust method of inserting the recording and restoring active layer,['8d729b436d8d6f187300104d75a2c080361b2cfa'],False,"['document.py', 'eventloop.py', 'model.py']"
912b4aa13caafe4eda24fe88e6c26657e1f3e337,Add depth based hand refiner control net #299,['29ed8cd2737a73be3b3056bb14e41ac96461282a'],False,"['comfyworkflow.py', 'control-hands-dark.svg', 'control-hands-light.svg', 'model.py', 'resources.py', 'workflow.py']"
c723283dd0c7ff11f3aa29e8dc8186f003bfa156,"Fix hand refiner when using selection, add test",['912b4aa13caafe4eda24fe88e6c26657e1f3e337'],False,"['comfyworkflow.py', 'document.py', 'model.py', 'workflow.py', 'character.webp', 'test_create_hand_refiner_image_left_hand.png', 'test_create_hand_refiner_image_no_mask.png', 'test_create_hand_refiner_image_right_hand.png', 'test_workflow.py']"
e7a266a47346248b0199221fe2ed764229528a3b,Use regular depth control net for hand refiner SDXL (decent results),['c723283dd0c7ff11f3aa29e8dc8186f003bfa156'],False,['resources.py']
842126cdc599f64e6907f8ee8a2fcb6b9fd888b7,Replace use of ETN_CropImage with base Comfy ImageCrop node,['e7a266a47346248b0199221fe2ed764229528a3b'],False,"['comfyworkflow.py', 'resources.py', 'test_create_control_image_hands.png', 'test_create_open_pose_vector.svg', 'test_workflow.py']"
